LEXICON:	pagc-converted	USA	en_US	
LEXENTRY:	FRONT	FRONT	WORD,UNITT,TYPE	
LEXENTRY:	FRONTAGE	FRONT	WORD	
LEXENTRY:	FRST	FOREST	WORD,TYPE	
LEXENTRY:	FRT	FORT	WORD	
LEXENTRY:	FRWAY	FREEWAY	TYPE	
LEXENTRY:	FRWY	FREEWAY	TYPE	
LEXENTRY:	FRY	FERRY	WORD	
LEXENTRY:	FS RD	FOREST SERVICE ROAD	TYPE	
LEXENTRY:	FT	FORT	WORD	
LEXENTRY:	FT MITCHELL	FORT MITCHELL	CITY	
LEXENTRY:	FT MYER	FORT MYER	CITY	
LEXENTRY:	FT WARREN AFB	FORT WARREN AFB	CITY	
LEXENTRY:	FWD	FOUR WHEEL DRIVE TRAIL	TYPE	
LEXENTRY:	FWY	FREEWAY	TYPE	
LEXENTRY:	FX	FOX	WORD	
LEXENTRY:	G DEL	GENERAL DELIVERY	BOXH	
LEXENTRY:	G DELIVERY	GENERAL DELIVERY	BOXH	
LEXENTRY:	GA	GARDENS	TYPE	
LEXENTRY:	GA	GEORGIA	PROV,WORD,ROAD	
LEXENTRY:	GALLERIA	GALLERIA	WORD,BUILDT	
LEXENTRY:	GALLERIE	GALLERIA	WORD,BUILDT	
LEXENTRY:	GALR	GALLERIA	BUILDT	
LEXENTRY:	GARDEN	GARDEN	WORD	
LEXENTRY:	GARDENS	GARDENS	WORD,TYPE,BUILDT	
LEXENTRY:	GATE	GATE	WORD,TYPE	
LEXENTRY:	GATEWAY	GATEWAY	WORD,BUILDT	
LEXENTRY:	GD	GENERAL DELIVERY	BOXH	
LEXENTRY:	GD	GROUNDS	TYPE	
LEXENTRY:	GDN	GARDEN	WORD,BUILDT	
LEXENTRY:	GDNS	GARDEN	WORD	
LEXENTRY:	GDNS	GARDENS	TYPE,BUILDT	
LEXENTRY:	GDS	GARDEN	WORD	
LEXENTRY:	GDS	GARDENS	TYPE	
LEXENTRY:	GEN D	GENERAL DELIVERY	BOXH	
LEXENTRY:	GEN DEL	GENERAL DELIVERY	BOXH	
LEXENTRY:	GEN DELIVERY	GENERAL DELIVERY	BOXH	
LEXENTRY:	GENDEL	GENERAL DELIVERY	BOXH	
LEXENTRY:	GENERAL D	GENERAL DELIVERY	BOXH	
LEXENTRY:	GENERAL DEL	GENERAL DELIVERY	BOXH	
LEXENTRY:	GENERAL DELIVERY	GENERAL DELIVERY	BOXH	
LEXENTRY:	GEORGIA	GEORGIA	PROV,WORD	
LEXENTRY:	GL	GLEN	TYPE	
LEXENTRY:	GLADE	GLADE	WORD,TYPE	
LEXENTRY:	GLEN	GLEN	WORD,TYPE	
LEXENTRY:	GLN	GLEN	WORD,TYPE	
LEXENTRY:	GNDL	GENERAL DELIVERY	BOXH	
LEXENTRY:	GOV	GOVERNOR	WORD	
LEXENTRY:	GOVERNOR	GOVERNOR	WORD	
LEXENTRY:	GPO	GPO	BOXH	
LEXENTRY:	GR	GREEN	TYPE	
LEXENTRY:	GR	GROUND	WORD	
LEXENTRY:	GREEN	GREEN	WORD,TYPE	
LEXENTRY:	GREENE RD	GREENE ROAD	ROAD	
LEXENTRY:	GREENE ROAD	GREENE ROAD	ROAD	
LEXENTRY:	GRN	GREEN	WORD,TYPE	
LEXENTRY:	GRNDS	GROUNDS	WORD,TYPE	
LEXENTRY:	GROUND	GROUND	WORD	
LEXENTRY:	GROUNDS	GROUNDS	WORD,TYPE	
LEXENTRY:	GROVE	GROVE	WORD,TYPE	
LEXENTRY:	GRV	GROVE	WORD,TYPE	
LEXENTRY:	GT	GATE	TYPE	
LEXENTRY:	GTWAY	GATEWAY	WORD,BUILDT	
LEXENTRY:	GTWY	GATEWAY	WORD,BUILDT	
LEXENTRY:	GV	GROVE	TYPE	
LEXENTRY:	H C	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	H C R	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	H CONT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	H CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	H0	HOLLOW	WORD	
LEXENTRY:	H0LL0W	HOLLOW	TYPE	
LEXENTRY:	HALF	HALF	WORD	
LEXENTRY:	HALL	HALL	BUILDT,WORD	
LEXENTRY:	HANGER	HANGER	UNITH,WORD	
LEXENTRY:	HARBOR	HARBOR	WORD	
LEXENTRY:	HARBOUR	HARBOR	WORD,TYPE,BUILDT	
LEXENTRY:	HARBR	HARBOR	WORD,TYPE,BUILDT	
LEXENTRY:	HARVEY CUSHING	HARVEY L CUSHING	WORD	
LEXENTRY:	HARVEY L CUSHING	HARVEY L CUSHING	WORD	
LEXENTRY:	HASTINGS ON HUDSON	HASTINGS ON HUDSON	CITY	
LEXENTRY:	HAVEN	HAVEN	WORD	
LEXENTRY:	HAVRE DE GRACE	HAVRE DE GRACE	CITY	
LEXENTRY:	HAWAII	HAWAII	PROV,WORD	
LEXENTRY:	HBR	HARBOR	WORD,TYPE,BUILDT	
LEXENTRY:	HC	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HC RT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HC RTE	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HCO	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HCR	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HCRT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HEIGHT	HEIGHTS	WORD	
LEXENTRY:	HEIGHTS	HEIGHTS	WORD,TYPE,BUILDT	
LEXENTRY:	HGHLDS	HIGHLANDS	WORD,TYPE	
LEXENTRY:	HGT	HEIGHTS	WORD,TYPE,BUILDT	
LEXENTRY:	HGTS	HEIGHTS	WORD,TYPE,BUILDT	
LEXENTRY:	HGWY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HGWY CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HGWY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HGY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HGY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HI	HAWAII	PROV,WORD,ROAD	
LEXENTRY:	HI	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HI HAT	HI HAT	CITY	
LEXENTRY:	HIGH CONT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HIGH CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HIGHLANDS	HIGHLANDS	WORD,TYPE	
LEXENTRY:	HIGHWAY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HIGHWAY CONT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HIGHWAY CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HIGHWAY CONTRACT ROUTE	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HIGHWAY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HIGHWY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HIGHWY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HILL	HILL	WORD,TYPE	
LEXENTRY:	HILLS	HILLS	WORD	
LEXENTRY:	HIWAY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HIWAY CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HIWAY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HIWY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HIWY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HL	HILL	WORD,TYPE	
LEXENTRY:	HLLW	HOLLOW	WORD,TYPE	
LEXENTRY:	HLS	HILLS	WORD	
LEXENTRY:	HNGR	HANGER	UNITH,WORD	
LEXENTRY:	HO	HOLLOW	TYPE	
LEXENTRY:	HO HO KUS	HO HO KUS	CITY	
LEXENTRY:	HOL	HOLLOW	WORD,TYPE	
LEXENTRY:	HOLLOW	HOLLOW	WORD	
LEXENTRY:	HOLW	HOLLOW	WORD,TYPE	
LEXENTRY:	HOME	HOME	BUILDT,WORD	
LEXENTRY:	HOMES	HOME	BUILDT	
LEXENTRY:	HOSP	HOSPITAL	BUILDT	
LEXENTRY:	HOSPITAL	HOSPITAL	BUILDT	
LEXENTRY:	HOTEL	HOTEL	BUILDT,BUILDH	
LEXENTRY:	HOUS	HOUSE	BUILDT,BUILDH	
LEXENTRY:	HOUSE	HOUSE	BUILDT,BUILDH,WORD	
LEXENTRY:	HOUSING PROJ	PROJECTS	BUILDT	
LEXENTRY:	HOUSING PROJECTS	PROJECTS	BUILDT	
LEXENTRY:	HOWEY IN HILLS	HOWEY IN THE HILLS	CITY	
LEXENTRY:	HOWEY IN THE HILLS	HOWEY IN THE HILLS	CITY	
LEXENTRY:	HRBOR	HARBOR	WORD,TYPE,BUILDT	
LEXENTRY:	HRBR	HARBOR	WORD,TYPE,BUILDT	
LEXENTRY:	HSE	HOUSE	BUILDT,BUILDH	
LEXENTRY:	HSE PROJ	PROJECTS	BUILDT	
LEXENTRY:	HSE PROJECTS	PROJECTS	BUILDT	
LEXENTRY:	HT	HEIGHTS	WORD,TYPE,BUILDT	
LEXENTRY:	HTL	HOTEL	BUILDT,BUILDH	
LEXENTRY:	HTS	HEIGHTS	WORD,TYPE,BUILDT	
LEXENTRY:	HUI RD	HUI ROAD	ROAD	
LEXENTRY:	HUI ROAD	HUI ROAD	ROAD	
LEXENTRY:	HVN	HAVEN	WORD	
LEXENTRY:	HW	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HWAY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HWC	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HWY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HWY CONT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HWY CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HWY FM	FARM TO MARKET ROAD	ROAD	
LEXENTRY:	HWYS	HIGHWAYS	WORD	
LEXENTRY:	HY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	HY CONT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HY CONTRACT	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	HYWY	HIGHWAY	ROAD,TYPE	
LEXENTRY:	I	I	SINGLE	
LEXENTRY:	I	INTERSTATE HIGHWAY	ROAD	
LEXENTRY:	I H	INTERSTATE HIGHWAY	ROAD	
LEXENTRY:	IA	IOWA	PROV,WORD,ROAD	
LEXENTRY:	IC	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	ICHG	INTERCHANGE	WORD	
LEXENTRY:	ID	IDAHO	PROV,WORD,ROAD	
LEXENTRY:	IDAHO	IDAHO	PROV,WORD	
LEXENTRY:	IH	INTERSTATE HIGHWAY	ROAD	
LEXENTRY:	IL	ILLINOIS	PROV,WORD,ROAD	
LEXENTRY:	ILE	ILE	WORD,TYPE	
LEXENTRY:	ILE DU PRINCE EDOUARD	PRINCE EDWARD ISLAND	PROV,WORD	
LEXENTRY:	ILL	ILLINOIS	PROV,WORD,ROAD	
LEXENTRY:	ILLINOIS	ILLINOIS	PROV,WORD	
LEXENTRY:	IM	IMPASSE	TYPE	
LEXENTRY:	IMM	IMMEUBLE	BUILDT,BUILDH	
LEXENTRY:	IMMEUBLE	IMMEUBLE	BUILDT,BUILDH	
LEXENTRY:	IMP	IMPASSE	TYPE	
LEXENTRY:	IMPASSE	IMPASSE	TYPE	
LEXENTRY:	IN	INDIANA	PROV,WORD,ROAD	
LEXENTRY:	IN CARE OF	CARE OF	DASH	
LEXENTRY:	INCTR	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	IND	INDIANA	PROV,WORD,ROAD	
LEXENTRY:	IND PARK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	IND PK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDC	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDIANA	INDIANA	PROV,WORD	
LEXENTRY:	INDL	INDUSTRIAL	WORD	
LEXENTRY:	INDL CTR	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDL PARK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDL PK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDUSTRIAL	INDUSTRIAL	WORD	
LEXENTRY:	INDUSTRIAL CENTER	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDUSTRIAL CTR	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDUSTRIAL PARK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INDUSTRIAL PK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INLET	INLET	WORD	
LEXENTRY:	INLT	INLET	WORD	
LEXENTRY:	INN	INN	BUILDT,WORD	
LEXENTRY:	INPK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	INSTITUTE	INSTITUTE	WORD,BUILDH,BUILDT	
LEXENTRY:	INT L	INTERNATIONAL	WORD	
LEXENTRY:	INTE	INTERIOR	UNITT	
LEXENTRY:	INTERCHANGE	INTERCHANGE	WORD	
LEXENTRY:	INTERIOR	INTERIOR	WORD,UNITT	
LEXENTRY:	INTERNATIONAL	INTERNATIONAL	WORD	
LEXENTRY:	INTERSECTION	INTERSECTION	WORD	
LEXENTRY:	INTERSTATE	INTERSTATE HIGHWAY	ROAD,WORD	
LEXENTRY:	INTERSTATE HIGHWAY	INTERSTATE HIGHWAY	ROAD,WORD	
LEXENTRY:	INTERSTATE HWY	INTERSTATE HIGHWAY	ROAD,WORD	
LEXENTRY:	INTL	INTERNATIONAL	WORD	
LEXENTRY:	INTR	INTERSECTION	WORD	
LEXENTRY:	IOWA	IOWA	PROV,WORD	
LEXENTRY:	IP	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	IPRK	INDUSTRIAL PARK	BUILDT	
LEXENTRY:	IS	INTERSTATE HIGHWAY	ROAD	
LEXENTRY:	IS	ISLAND	TYPE	
LEXENTRY:	IS	ISLE	WORD	
LEXENTRY:	ISLAND	ISLAND	WORD,TYPE	
LEXENTRY:	ISLANDS	ISLANDS	WORD	
LEXENTRY:	ISLE	ISLE	WORD	
LEXENTRY:	ISLE LA MOTTE	ISLE LA MOTTE	CITY	
LEXENTRY:	ISLE OF PALMS	ISLE OF PALMS	CITY	
LEXENTRY:	ISLE OF SPRINGS	ISLE OF SPRINGS	CITY	
LEXENTRY:	ISLES	ISLES	WORD	
LEXENTRY:	IZQU	IZQUIERDO	UNITH	
LEXENTRY:	IZQUIERDO	IZQUIERDO	UNITH	
LEXENTRY:	J F K	JOHN F KENNEDY	WORD	
LEXENTRY:	J F KENNEDY	JOHN F KENNEDY	WORD	
LEXENTRY:	JA	JARDIN	TYPE	
LEXENTRY:	JAF	JAF	BUILDT	
LEXENTRY:	JAF BOX	JAF BOX	BOXH	
LEXENTRY:	JAF STATION	JAF STATION	BUILDT	
LEXENTRY:	JARDIN	JARDIN	TYPE,WORD	
LEXENTRY:	JAY EM	JAY EM	CITY	
LEXENTRY:	JCT	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JCTION	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JCTN	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JEEP TRAIL	JEEP TRAIL	TYPE	
LEXENTRY:	JEEP TRL	JEEP TRAIL	TYPE	
LEXENTRY:	JFK	JOHN F KENNEDY	WORD	
LEXENTRY:	JNCT	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JOHN F KENNEDY	JOHN F KENNEDY	WORD	
LEXENTRY:	JUNC	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JUNCT	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JUNCTION	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JUNCTN	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	JUNCTON	JUNCTION	TYPE,BUILDT,WORD	
LEXENTRY:	K MART	K MART	WORD	
LEXENTRY:	KANSAS	KANSAS	PROV,WORD	
LEXENTRY:	KENT	KENTUCKY	PROV,WORD,ROAD	
LEXENTRY:	KENTUCKY	KENTUCKY	PROV,WORD	
LEXENTRY:	KEY	KEY	WORD,TYPE	
LEXENTRY:	KEYSTONE ROUTE	RURAL ROUTE	RR	
LEXENTRY:	KEYSTONE RT	RURAL ROUTE	RR	
LEXENTRY:	KEYSTONE RTE	RURAL ROUTE	RR	
LEXENTRY:	KING OF PRUSSIA	KING OF PRUSSIA	CITY	
LEXENTRY:	KMART	K MART	WORD	
LEXENTRY:	KNL	KNOLL	WORD,TYPE	
LEXENTRY:	KNLS	KNOLLS	WORD,TYPE	
LEXENTRY:	KNOLL	KNOLL	TYPE	
LEXENTRY:	KNOLLS	KNOLLS	WORD	
LEXENTRY:	KS	KANSAS	PROV,WORD,ROAD	
LEXENTRY:	KY	KENTUCKY	PROV,WORD,ROAD	
LEXENTRY:	KY	KEY	TYPE	
LEXENTRY:	L B J	LYNDON B JOHNSON	WORD	
LEXENTRY:	L B JOHNSON	LYNDON B JOHNSON	WORD	
LEXENTRY:	L C D	LETTER CARRIER DEPOT	BUILDT	
LEXENTRY:	LA	LA	STOPWORD	
LEXENTRY:	LA	LANE	TYPE	
LEXENTRY:	LA	LOUISIANA	PROV,WORD,ROAD	
LEXENTRY:	LA BARGE	LA BARGE	CITY	
LEXENTRY:	LA BELLE	LA BELLE	CITY	
LEXENTRY:	LA CANADA FLINTRIDGE	LA CANADA FLINTRIDGE	CITY	
LEXENTRY:	LA CENTER	LA CENTER	CITY	
LEXENTRY:	LA CONNER	LA CONNER	CITY	
LEXENTRY:	LA COSTE	LA COSTE	CITY	
LEXENTRY:	LA CRESCENT	LA CRESCENT	CITY	
LEXENTRY:	LA CRESCENTA	LA CRESCENTA	CITY	
LEXENTRY:	LA CROSSE	LA CROSSE	CITY	
LEXENTRY:	LA FARGE	LA FARGE	CITY	
LEXENTRY:	LA FARGEVILLE	LA FARGEVILLE	CITY	
LEXENTRY:	LA FAYETTE	LA FAYETTE	CITY	
LEXENTRY:	LA FERIA	LA FERIA	CITY	
LEXENTRY:	LA FOLLETTE	LA FOLLETTE	CITY	
LEXENTRY:	LA FONTAINE	LA FONTAINE	CITY	
LEXENTRY:	LA GRANDE	LA GRANDE	CITY	
LEXENTRY:	LA GRANGE	LA GRANGE	CITY	
LEXENTRY:	LA GRANGE PARK	LA GRANGE PARK	CITY	
LEXENTRY:	LA HABRA	LA HABRA	CITY	
LEXENTRY:	LA HARPE	LA HARPE	CITY	
LEXENTRY:	LA HONDA	LA HONDA	CITY	
LEXENTRY:	LA JARA	LA JARA	CITY	
LEXENTRY:	LA JOLLA	LA JOLLA	CITY	
LEXENTRY:	LA JOSE	LA JOSE	CITY	
LEXENTRY:	LA JOYA	LA JOYA	CITY	
LEXENTRY:	LA JUNTA	LA JUNTA	CITY	
LEXENTRY:	LA LOMA	LA LOMA	CITY	
LEXENTRY:	LA LUZ	LA LUZ	CITY	
LEXENTRY:	LA MADERA	LA MADERA	CITY	
LEXENTRY:	LA MARQUE	LA MARQUE	CITY	
LEXENTRY:	LA MESA	LA MESA	CITY	
LEXENTRY:	LA MIRADA	LA MIRADA	CITY	
LEXENTRY:	LA MOILLE	LA MOILLE	CITY	
LEXENTRY:	LA MONTE	LA MONTE	CITY	
LEXENTRY:	LA MOTTE	LA MOTTE	CITY	
LEXENTRY:	LA PALMA	LA PALMA	CITY	
LEXENTRY:	LA PINE	LA PINE	CITY	
LEXENTRY:	LA PLACE	LA PLACE	CITY	
LEXENTRY:	LA PLATA	LA PLATA	CITY	
LEXENTRY:	LA PORTE	LA PORTE	CITY	
LEXENTRY:	LA PORTE CITY	LA PORTE CITY	CITY	
LEXENTRY:	LA PRAIRIE	LA PRAIRIE	CITY	
LEXENTRY:	LA PUENTE	LA PUENTE	CITY	
LEXENTRY:	LA QUINTA	LA QUINTA	CITY	
LEXENTRY:	LA RUE	LA RUE	CITY	
LEXENTRY:	LA RUSSELL	LA RUSSELL	CITY	
LEXENTRY:	LA SALLE	LA SALLE	CITY	
LEXENTRY:	LA VALLE	LA VALLE	CITY	
LEXENTRY:	LA VERGNE	LA VERGNE	CITY	
LEXENTRY:	LA VERKIN	LA VERKIN	CITY	
LEXENTRY:	LA VERNE	LA VERNE	CITY	
LEXENTRY:	LA VERNIA	LA VERNIA	CITY	
LEXENTRY:	LA VETA	LA VETA	CITY	
LEXENTRY:	LA VISTA	LA VISTA	CITY	
LEXENTRY:	LABRADOR	NEWFOUNDLAND AND LABRADOR	PROV,WORD	
LEXENTRY:	LAC DU FLAMBEAU	LAC DU FLAMBEAU	CITY	
LEXENTRY:	LAKE	LAKE	WORD	
LEXENTRY:	LAKE IN HILLS	LAKE IN THE HILLS	CITY	
LEXENTRY:	LAKE IN THE HILLS	LAKE IN THE HILLS	CITY	
LEXENTRY:	LAKES	LAKE	WORD	
LEXENTRY:	LAND	LANDING	TYPE,BUILDT,WORD	
LEXENTRY:	LAND O LAKES	LAND O LAKES	CITY	
LEXENTRY:	LAND O'LAKES	LAND O LAKES	CITY	
LEXENTRY:	LANDING	LANDING	TYPE,BUILDT,WORD	
LEXENTRY:	LANDINGS	LANDING	TYPE,BUILDT,WORD	
LEXENTRY:	LANDNG	LANDING	TYPE	
LEXENTRY:	LANE	LANE	TYPE	
LEXENTRY:	LAS	LAS	STOPWORD	
LEXENTRY:	LBBY	LOBBY	UNITT	
LEXENTRY:	LBJ	LYNDON B JOHNSON	WORD	
LEXENTRY:	LCD	LETTER CARRIER DEPOT	BUILDT	
LEXENTRY:	LCKS	LOCKS	WORD	
LEXENTRY:	LDG	LODGE	TYPE,BUILDT,WORD	
LEXENTRY:	LDGE	LODGE	TYPE,BUILDT,WORD	
LEXENTRY:	LE	LANE	TYPE	
LEXENTRY:	LE	LE	WORD,STOPWORD	
LEXENTRY:	LE CENTER	LE CENTER	CITY	
LEXENTRY:	LE CLAIRE	LE CLAIRE	CITY	
LEXENTRY:	LE GRAND	LE GRAND	CITY	
LEXENTRY:	LE MARS	LE MARS	CITY	
LEXENTRY:	LE RAYSVILLE	LE RAYSVILLE	CITY	
LEXENTRY:	LE ROY	LE ROY	CITY	
LEXENTRY:	LE SUEUR	LE SUEUR	CITY	
LEXENTRY:	LE VERNE	LU VERNE	CITY	
LEXENTRY:	LEFT	LEFT	UNITT,WORD	
LEXENTRY:	LES	LES	STOPWORD	
LEXENTRY:	LETTER CARRIER DEPOT	LETTER CARRIER DEPOT	BUILDT	
LEXENTRY:	LEVEL	LEVEL	UNITT,WORD	
LEXENTRY:	LF	LOAF	WORD	
LEXENTRY:	LGT	LIGHT	WORD	
LEXENTRY:	LI	LINE	TYPE	
LEXENTRY:	LIGHT	LIGHT	WORD	
LEXENTRY:	LIMITS	LIMITS	TYPE,WORD	
LEXENTRY:	LINE	LINE	TYPE,WORD	
LEXENTRY:	LINK	LINK	TYPE,WORD	
LEXENTRY:	LK	LAKE	WORD	
LEXENTRY:	LK	LINK	TYPE	
LEXENTRY:	LKOUT	LOOKOUT	TYPE	
LEXENTRY:	LKS	LAKE	WORD	
LEXENTRY:	LMTS	LIMITS	TYPE,WORD	
LEXENTRY:	LN	LANE	TYPE	
LEXENTRY:	LNDG	LANDING	TYPE,BUILDT,WORD	
LEXENTRY:	LNDNG	LANDING	TYPE,BUILDT,WORD	
LEXENTRY:	LO	LOOP	TYPE	
LEXENTRY:	LOAF	LOAF	WORD	
LEXENTRY:	LOBBY	LOBBY	UNITT,WORD	
LEXENTRY:	LOCAL	BOX	BOXH	
LEXENTRY:	LOCAL BOX	BOX	BOXH	
LEXENTRY:	LOCAL HCR	HIGHWAY CONTRACT ROUTE	RR	
LEXENTRY:	LOCAL PO BOX	POST OFFICE BOX	BOXH	
LEXENTRY:	LOCKBOX	POST OFFICE BOX	BOXH	
LEXENTRY:	LOCKS	LOCKS	WORD	
LEXENTRY:	LODGE	LODGE	TYPE,BUILDT,WORD	
LEXENTRY:	LOOKOUT	LOOKOUT	TYPE,WORD	
LEXENTRY:	LOOP	LOOP	QUALIF,TYPE	
LEXENTRY:	LOS	LOS	STOPWORD	
LEXENTRY:	LOT	LOT	UNITH,UNITT,WORD	
LEXENTRY:	LOUISIANA	LOUISIANA	PROV,WORD	
LEXENTRY:	LOWER	LOWER	WORD,UNITT	
LEXENTRY:	LOWR	LOWER	WORD,UNITT	
LEXENTRY:	LP	LOOP	QUALIF,TYPE	
LEXENTRY:	LT	LOOKOUT	TYPE	
LEXENTRY:	LT	LOT	UNITH,WORD	
LEXENTRY:	LU VERNE	LU VERNE	CITY	
LEXENTRY:	LVL	LEVEL	UNITT	
LEXENTRY:	LWR	LOWER	WORD,UNITT	
LEXENTRY:	LYNDON B JOHNSON	LYNDON B JOHNSON	WORD	
LEXENTRY:	M C B H KANEOHE BAY	M C B H KANEOHE BAY	CITY	
LEXENTRY:	M H P	TRAILER PARK	BUILDT	
LEXENTRY:	M L K	MARTIN LUTHER KING	WORD	
LEXENTRY:	M L KING	MARTIN LUTHER KING	WORD	
LEXENTRY:	MA	MANOR	TYPE	
LEXENTRY:	MA	MASSACHUSETTS	PROV,WORD,ROAD	
LEXENTRY:	MAINE	MAINE	PROV,WORD	
LEXENTRY:	MAISON	MAISON	BUILDT,BUILDH,WORD	
LEXENTRY:	MAL	MALL	TYPE	
LEXENTRY:	MALL	MALL	TYPE,BUILDT,WORD	
LEXENTRY:	MALL IN	MALL	BUILDT	
LEXENTRY:	MANITOBA	MANITOBA	PROV,WORD	
LEXENTRY:	MANOR	MANOR	TYPE,BUILDT,WORD	
LEXENTRY:	MANORS	MANOR	BUILDT,WORD	
LEXENTRY:	MARG	MARGINAL	TYPE	
LEXENTRY:	MARGINAL	MARGINAL	TYPE	
LEXENTRY:	MARINE ON SAINT CROIX	MARINE ON SAINT CROIX	CITY	
LEXENTRY:	MARKET	MARKET	BUILDT,WORD	
LEXENTRY:	MARKET PL	MARKET	BUILDT	
LEXENTRY:	MARKET PLACE	MARKET	BUILDT	
LEXENTRY:	MARKETPLACE	MARKET	BUILDT	
LEXENTRY:	MART	MARKET	BUILDT	
LEXENTRY:	MARTIN KING	MARTIN LUTHER KING	WORD	
LEXENTRY:	MARTIN L KING	MARTIN LUTHER KING	WORD	
LEXENTRY:	MARTIN LUTHER	MARTIN LUTHER KING	WORD	
LEXENTRY:	MARTIN LUTHER KING	MARTIN LUTHER KING	WORD	
LEXENTRY:	MARTIN LUTHER KING JR	MARTIN LUTHER KING	WORD	
LEXENTRY:	MARYLAND	MARYLAND	PROV,WORD	
LEXENTRY:	MASS	MASSACHUSETTS	PROV,WORD,ROAD	
LEXENTRY:	MASSACHUSETTS	MASSACHUSETTS	PROV,WORD	
LEXENTRY:	MAZE	MAZE	TYPE	
LEXENTRY:	MB	MANITOBA	PROV,WORD,ROAD	
LEXENTRY:	MC	MC	WORD	
LEXENTRY:	MC ADENVILLE	MC ADENVILLE	CITY	
LEXENTRY:	MC ALISTER	MC ALISTER	CITY	
LEXENTRY:	MC ALISTERVILLE	MC ALISTERVILLE	CITY	
LEXENTRY:	MC ALPIN	MC ALPIN	CITY	
LEXENTRY:	MC ANDREWS	MC ANDREWS	CITY	
LEXENTRY:	MC ARTHUR	MC ARTHUR	CITY	
LEXENTRY:	MC BAIN	MC BAIN	CITY	
LEXENTRY:	MC BEE	MC BEE	CITY	
LEXENTRY:	MC CALL CREEK	MC CALL CREEK	CITY	
LEXENTRY:	MC CALLA	MC CALLA	CITY	
LEXENTRY:	MC CALLSBURG	MC CALLSBURG	CITY	
